,lien,Energie,Kilométrage,Puissance,Année,Mois,saison,Boite,Region,Modèle,Marque,carrosserie,prix,EUR,USD
2075,www.affare.tn,Essence,165000.0,5.0,2008.0,5.0,printemps,Manuelle,Tunis, grande,Volkswagen,Berline,21500.0,6643.392500000001,7240.039
2076,www.affare.tn,Essence,5.0,5.0,2012.0,5.0,printemps,Manuelle,Gafsa, grande,Volkswagen,Berline,18800.0,5809.106000000001,6330.824799999999
2077,www.affare.tn,Essence,260000.0,5.0,2007.0,5.0,printemps,Manuelle,Ben arous, opel,Opel,Berline,23000.0,7106.885,7745.157999999999
2078,www.affare.tn,Essence,185000.0,5.0,2011.0,5.0,printemps,Manuelle,Ben arous, ford,Ford,Berline,24000.0,7415.88,8081.9039999999995
2079,www.affare.tn,Essence,185000.0,4.0,2001.0,5.0,printemps,Manuelle,Ben arous, polo,Volkswagen,Berline,13000.0,4016.9350000000004,4377.698
2080,www.affare.tn,Essence,212000.0,5.0,2008.0,5.0,printemps,Manuelle,Ben arous, ford,Ford,Berline,17000.0,5252.915,5724.682
2081,www.affare.tn,Essence,97000.0,5.0,2013.0,4.0,printemps,Manuelle,Ben arous, belle,Volkswagen,Berline,33000.0,10196.835000000001,11112.618
2082,www.affare.tn,Diesel,205.0,6.0,2012.0,4.0,printemps,Manuelle,Kairouan, renault,Renault,Berline,32.0,9.88784,10.775872
2083,www.affare.tn,Essence,32000.0,4.0,2017.0,4.0,printemps,Manuelle,Ariana, a,Volkswagen,Berline,45000.0,13904.775000000001,15153.57
2084,www.affare.tn,Diesel,290000.0,5.0,2013.0,4.0,printemps,Manuelle,Monastir, cir%C3%B6en,Citroen,Berline,26500.0,8188.3675,8923.769
2085,www.affare.tn,Essence,300000.0,4.0,2001.0,4.0,printemps,Manuelle,Sousse, fiat,Fiat,Berline,9500.0,2935.4525000000003,3199.087
2086,www.affare.tn,Diesel,136000.0,10.0,2012.0,4.0,printemps,Manuelle,Ben arous, av,Volkswagen,Berline,35000.0,10814.825,11786.109999999999
2087,www.affare.tn,Essence,210000.0,9.0,2006.0,4.0,printemps,Manuelle,Ariana, volkswagen,Volkswagen,Berline,33000.0,10196.835000000001,11112.618
2088,www.affare.tn,Diesel,260.0,6.0,2011.0,4.0,printemps,Manuelle,Tunis, voiture,Volkswagen,Berline,26500.0,8188.3675,8923.769
2089,www.affare.tn,Essence,88000.0,4.0,2015.0,4.0,printemps,Manuelle,Tunis, vendre,Volkswagen,Berline,29000.0,8960.855000000001,9765.634
2090,www.affare.tn,Essence,250000.0,7.0,2006.0,4.0,printemps,Manuelle,Nabeul, passat,Volkswagen,Berline,24500.0,7570.3775000000005,8250.277
2091,www.affare.tn,Diesel,144.0,6.0,2012.0,4.0,printemps,Manuelle,Ben arous, nissan,Nissan,Berline,44000.0,13595.78,14816.823999999999
2092,www.affare.tn,Essence,23000.0,5.0,2018.0,4.0,printemps,Manuelle,Ariana, fiat,Fiat,Berline,14000.0,4325.93,4714.4439999999995
2093,www.affare.tn,Essence,159.0,5.0,2006.0,4.0,printemps,Manuelle,Ariana, polo6,Volkswagen,Berline,19000.0,5870.905000000001,6398.174
2094,www.affare.tn,Essence,275.0,5.0,2010.0,4.0,printemps,Manuelle,Manouba, fiat,Fiat,Berline,15000.0,4634.925,5051.19
2095,www.affare.tn,Diesel,300.0,5.0,2013.0,4.0,printemps,Manuelle,Ariana, fiat,Fiat,Berline,13500.0,4171.4325,4546.071
2096,www.affare.tn,Essence,98000.0,6.0,2013.0,4.0,printemps,Manuelle,Tunis, citroen,Citroen,Berline,34000.0,10505.83,11449.364
2097,www.affare.tn,Essence,150.0,4.0,2014.0,4.0,printemps,Manuelle,Sousse, fiat,Fiat,Berline,20.0,6.1799,6.73492
2098,www.affare.tn,Essence,129000.0,5.0,2009.0,4.0,printemps,Manuelle,Ariana, grande,Volkswagen,Berline,22000.0,6797.89,7408.411999999999
2099,www.affare.tn,Essence,147.0,5.0,2012.0,4.0,printemps,Manuelle,Kasserine, fiat,Fiat,Berline,19500.0,6025.4025,6566.547
2100,www.affare.tn,Essence,130000.0,4.0,2010.0,4.0,printemps,Manuelle,Nabeul, peugeot,Peugeot,Berline,21600.0,6674.292,7273.7136
2101,www.affare.tn,Essence,170.0,5.0,2015.0,4.0,printemps,Manuelle,Gabes, seat,Seat,Berline,37000.0,11432.815,12459.601999999999
2102,www.affare.tn,Essence,73770.0,5.0,2015.0,4.0,printemps,Manuelle,Tunis, dacia,Dacia,Berline,25900.0,8002.9705,8721.7214
2103,www.affare.tn,Essence,44593.0,5.0,2014.0,4.0,printemps,Manuelle,Bizerte, polo,Volkswagen,Berline,38000.0,11741.810000000001,12796.348
2104,www.affare.tn,Essence,75000.0,5.0,2017.0,4.0,printemps,Manuelle,Gabes, renault,Renault,Berline,1.0,0.308995,0.336746
2105,www.affare.tn,Essence,44000.0,5.0,2017.0,4.0,printemps,Manuelle,Ben arous, hundai,Volkswagen,Berline,20000.0,6179.900000000001,6734.92
2106,www.affare.tn,Essence,75000.0,5.0,2017.0,4.0,printemps,Manuelle,Gabes, renault,Renault,Berline,30000.0,9269.85,10102.38
2107,www.affare.tn,Essence,80000.0,4.0,2017.0,4.0,printemps,Manuelle,Kairouan, fiat,Fiat,Berline,34500.0,10660.327500000001,11617.737
2108,www.affare.tn,Essence,105000.0,5.0,2006.0,4.0,printemps,Manuelle,Sousse, polo,Volkswagen,Berline,18500.0,5716.4075,6229.8009999999995
2109,www.affare.tn,Essence,110000.0,6.0,2008.0,4.0,printemps,Manuelle,Ariana, peugeot,Peugeot,Berline,26000.0,8033.870000000001,8755.396
2110,www.affare.tn,Essence,145000.0,5.0,2009.0,4.0,printemps,Manuelle,Tunis, renault,Renault,Berline,23000.0,7106.885,7745.157999999999
2111,www.affare.tn,Essence,156000.0,5.0,2009.0,4.0,printemps,Automatique,Ariana, golf,Volkswagen,Berline,38000.0,11741.810000000001,12796.348
2112,www.affare.tn,Diesel,20000.0,7.0,2007.0,4.0,printemps,Manuelle,Ariana, berlingo,Volkswagen,Berline,15300.0,4727.623500000001,5152.2137999999995
2113,www.affare.tn,Essence,149368.77777777778,5.0,2017.0,4.0,printemps,Manuelle,Nabeul, clio,Renault,Berline,56500.0,17458.217500000002,19026.148999999998
2114,www.affare.tn,Essence,160000.0,7.0,2010.0,4.0,printemps,Manuelle,Tunis, golf,Volkswagen,Berline,32000.0,9887.84,10775.872
2115,www.affare.tn,Essence,200.0,9.0,2001.0,4.0,printemps,Manuelle,Beja, chrysler,Volkswagen,Berline,18.0,5.56191,6.061427999999999
2116,www.affare.tn,Diesel,200000.0,10.0,2011.0,4.0,printemps,Automatique,Manouba, kia,Kia,Berline,50000.0,15449.750000000002,16837.3
2117,www.affare.tn,Essence,195000.0,5.0,2001.0,4.0,printemps,Manuelle,Medenine, a,Volkswagen,Berline,13500.0,4171.4325,4546.071
2118,www.affare.tn,Essence,145000.0,5.0,2010.0,4.0,printemps,Automatique,Tunis, mercedes,Mercedes,Berline,35000.0,10814.825,11786.109999999999
2119,www.affare.tn,Diesel,62000.0,5.0,2017.0,4.0,printemps,Manuelle,Ben arous, berlingo,Volkswagen,Berline,38000.0,11741.810000000001,12796.348
2120,www.affare.tn,Essence,92320.0,5.0,2015.0,4.0,printemps,Manuelle,Tunis, vw,Volkswagen,Berline,46000.0,14213.77,15490.315999999999
2121,www.affare.tn,Essence,3800.0,6.0,2018.0,4.0,printemps,Automatique,Tunis, %D9%83%D8%B1%D8%A7%D8%A1,Volkswagen,Berline,60.0,18.5397,20.20476
2122,www.affare.tn,Essence,156000.0,5.0,2009.0,4.0,printemps,Automatique,Ariana, une,Volkswagen,Berline,38000.0,11741.810000000001,12796.348
2123,www.affare.tn,Essence,107.0,5.0,2015.0,4.0,printemps,Manuelle,Sousse, hyundai,Hyundai,Berline,31500.0,9733.3425,10607.499
2124,www.affare.tn,Diesel,286000.0,7.0,2004.0,4.0,printemps,Manuelle,Medenine, marcedes,Volkswagen,Berline,35000.0,10814.825,11786.109999999999
2125,www.affare.tn,Essence,51000.0,4.0,2015.0,3.0,printemps,Manuelle,Sousse, une,Volkswagen,Berline,40000.0,12359.800000000001,13469.84
2126,www.affare.tn,Essence,98000.0,6.0,2012.0,3.0,printemps,Manuelle,Gabes, c4,Citroen,Berline,33500.0,10351.3325,11280.991
2127,www.affare.tn,Diesel,202000.0,9.0,2007.0,3.0,printemps,Manuelle,Ben arous, renault,Renault,Berline,25000.0,7724.875000000001,8418.65
2128,www.affare.tn,Essence,156000.0,5.0,2009.0,3.0,printemps,Automatique,Ariana, golf,Volkswagen,Berline,38000.0,11741.810000000001,12796.348
2129,www.affare.tn,Essence,60000.0,4.0,2016.0,3.0,printemps,Manuelle,Ariana, ford,Ford,Berline,30000.0,9269.85,10102.38
2130,www.affare.tn,Diesel,166000.0,6.0,2012.0,3.0,printemps,Manuelle,Ben arous, vente,Volkswagen,Berline,21000.0,6488.895,7071.666
2131,www.affare.tn,Diesel,170.0,8.0,2001.0,3.0,printemps,Automatique,Ben arous, rover,Volkswagen,Berline,7000.0,2162.965,2357.2219999999998
2132,www.affare.tn,Essence,20000.0,5.0,2017.0,3.0,printemps,Manuelle,Tunis, renault,Renault,Berline,34700.0,10722.1265,11685.0862
2133,www.affare.tn,Essence,110.0,5.0,2015.0,3.0,printemps,Manuelle,Ariana, 301,Peugeot,Berline,21300.0,6581.593500000001,7172.6898
2134,www.affare.tn,Essence,34000.0,4.0,2017.0,3.0,printemps,Manuelle,Tunis, polo7,Volkswagen,Berline,33000.0,10196.835000000001,11112.618
2135,www.affare.tn,Essence,120.0,5.0,2015.0,3.0,printemps,Manuelle,Sousse, voiture,Volkswagen,Berline,23.0,7.106885,7.745158
2136,www.affare.tn,Diesel,90000.0,6.0,2013.0,3.0,printemps,Manuelle,Sfax, nissan,Nissan,Berline,45000.0,13904.775000000001,15153.57
2137,www.affare.tn,Diesel,200000.0,7.0,2013.0,3.0,printemps,Manuelle,Ben arous, actyon,Volkswagen,Berline,43000.0,13286.785000000002,14480.078
2138,www.affare.tn,Essence,120000.0,4.0,2012.0,3.0,printemps,Manuelle,Tunis, polo,Volkswagen,Berline,26000.0,8033.870000000001,8755.396
2139,www.affare.tn,Diesel,48000.0,5.0,2008.0,3.0,printemps,Manuelle,Bizerte, 4%C3%974,Citroen,Berline,55000.0,16994.725000000002,18521.03
2140,www.affare.tn,Essence,107000.0,5.0,2013.0,3.0,printemps,Manuelle,Ben arous, golf,Volkswagen,Berline,55000.0,16994.725000000002,18521.03
2141,www.affare.tn,Essence,158774.0,5.0,2005.0,3.0,printemps,Manuelle,Ben arous, opel,Opel,Berline,23000.0,7106.885,7745.157999999999
2142,www.affare.tn,Essence,46000.0,7.0,2011.0,3.0,printemps,Manuelle,Gabes, belle,Volkswagen,Berline,48500.0,14986.257500000002,16332.180999999999
2143,www.affare.tn,Essence,230.0,5.0,2004.0,3.0,printemps,Manuelle,Tunis, palio,Fiat,Berline,1.0,0.308995,0.336746
2144,www.affare.tn,Essence,111.0,4.0,2015.0,3.0,printemps,Manuelle,Ben arous, ibiza,Seat,Berline,25500.0,7879.3725,8587.023
2145,www.affare.tn,Essence,240.0,5.0,2005.0,3.0,printemps,Manuelle,Tunis, ford,Ford,Berline,14000.0,4325.93,4714.4439999999995
2146,www.affare.tn,Essence,235000.0,4.0,2004.0,3.0,printemps,Manuelle,Ben arous, polo,Volkswagen,Berline,16700.0,5160.2165,5623.6582
2147,www.affare.tn,Essence,62000.0,5.0,2016.0,3.0,printemps,Manuelle,Kasserine, citro%C3%ABn,Citroen,Berline,20000.0,6179.900000000001,6734.92
2148,www.affare.tn,Essence,145000.0,5.0,2009.0,3.0,printemps,Manuelle,Bizerte, ford,Ford,Berline,22800.0,7045.086,7677.8088
2149,www.affare.tn,Diesel,181000.0,8.0,2007.0,3.0,printemps,Manuelle,Ariana, a,Volkswagen,Berline,54000.0,16685.73,18184.284
2150,www.affare.tn,Diesel,245000.0,5.0,2013.0,3.0,printemps,Manuelle,Tunis, berlingo,Volkswagen,Berline,22000.0,6797.89,7408.411999999999
2151,www.affare.tn,Essence,13000.0,6.0,2017.0,3.0,printemps,Manuelle,Tunis, a,Volkswagen,Berline,67000.0,20702.665,22561.982
2152,www.affare.tn,Diesel,308317.0,10.0,2006.0,3.0,printemps,Automatique,Sfax, mitsubishi,Mitsubishi,Berline,21.0,6.488895,7.071666
2153,www.affare.tn,Essence,119200.0,6.0,2012.0,3.0,printemps,Manuelle,Tunis, seat,Seat,Berline,24500.0,7570.3775000000005,8250.277
2154,www.affare.tn,Essence,124480.93801652892,5.0,2017.0,3.0,printemps,Manuelle,Tunis, clio,Renault,Berline,17000.0,5252.915,5724.682
2155,www.affare.tn,Essence,20000.0,6.0,2018.0,3.0,printemps,Automatique,Tunis, peugeot,Peugeot,Berline,47000.0,14522.765000000001,15827.062
2156,www.affare.tn,Diesel,83000.0,5.0,2011.0,3.0,printemps,Manuelle,Tunis, dacia,Dacia,Berline,33500.0,10351.3325,11280.991
2157,www.affare.tn,Essence,81000.0,5.0,2015.0,3.0,printemps,Manuelle,Bizerte, kia,Kia,Berline,34700.0,10722.1265,11685.0862
2158,www.affare.tn,Essence,54000.0,5.0,2014.0,2.0,hiver,Manuelle,Ariana, grande,Volkswagen,Berline,25000.0,7724.875000000001,8418.65
2159,www.affare.tn,Essence,120.0,5.0,2010.0,2.0,hiver,Manuelle,Ariana, mercedes,Mercedes,Berline,55000.0,16994.725000000002,18521.03
2160,www.affare.tn,Essence,100000.0,7.0,2013.0,2.0,hiver,Manuelle,Nabeul, dacia,Dacia,Berline,34500.0,10660.327500000001,11617.737
2161,www.affare.tn,Essence,235000.0,5.0,2009.0,2.0,hiver,Manuelle,Beja, opel,Opel,Berline,24000.0,7415.88,8081.9039999999995
2162,www.affare.tn,Essence,187000.0,7.0,2000.0,2.0,hiver,Manuelle,Mahdia, vente,Volkswagen,Berline,16400.0,5067.518,5522.6344
2163,www.affare.tn,Diesel,80000.0,9.0,2015.0,2.0,hiver,Manuelle,Sfax, mazda,Mazda,Berline,65000.0,20084.675000000003,21888.489999999998
2164,www.affare.tn,Essence,160.0,7.0,2009.0,2.0,hiver,Manuelle,Manouba, laguna,Volkswagen,Berline,24300.0,7508.5785000000005,8182.9277999999995
2165,www.affare.tn,Essence,0.0,5.0,2018.0,2.0,hiver,Manuelle,Nabeul, nissan,Nissan,Berline,39000.0,12050.805,13133.094
2166,www.affare.tn,Essence,119.0,5.0,2007.0,2.0,hiver,Manuelle,Tunis, c3,Citroen,Berline,17300.0,5345.6135,5825.7058
2167,www.affare.tn,Essence,1850.0,6.0,2018.0,2.0,hiver,Automatique,Tunis, citro%C3%ABn,Citroen,Berline,63000.0,19466.685,21214.998
2168,www.affare.tn,Essence,200000.0,5.0,2009.0,2.0,hiver,Manuelle,Tunis, opel,Opel,Berline,24500.0,7570.3775000000005,8250.277
2169,www.affare.tn,Diesel,0.0,6.0,2018.0,2.0,hiver,Manuelle,Nabeul, dacia,Dacia,Berline,44.0,13.595780000000001,14.816824
2170,www.affare.tn,Essence,82000.0,5.0,2011.0,2.0,hiver,Manuelle,Tunis, ibiza,Seat,Berline,27000.0,8342.865,9092.142
2171,www.affare.tn,Diesel,96000.0,5.0,2014.0,2.0,hiver,Manuelle,Gafsa, tres,Volkswagen,Berline,34500.0,10660.327500000001,11617.737
2172,www.affare.tn,Essence,187000.0,7.0,2000.0,2.0,hiver,Manuelle,Mahdia, vente,Volkswagen,Berline,16400.0,5067.518,5522.6344
2173,www.affare.tn,Essence,67000.0,7.0,2012.0,2.0,hiver,Manuelle,Ariana, hyundai,Hyundai,Berline,48000.0,14831.76,16163.807999999999
2174,www.affare.tn,Diesel,130000.0,5.0,2013.0,2.0,hiver,Manuelle,Tunis, peugeot,Peugeot,Berline,37500.0,11587.3125,12627.975
2175,www.affare.tn,Diesel,130000.0,5.0,2013.0,2.0,hiver,Manuelle,Tunis, peugeot,Peugeot,Berline,31500.0,9733.3425,10607.499
2176,www.affare.tn,Diesel,400000.0,6.0,2004.0,2.0,hiver,Manuelle,Ben arous, avendre,Volkswagen,Berline,21000.0,6488.895,7071.666
2177,www.affare.tn,Essence,161.0,4.0,2009.0,2.0,hiver,Manuelle,Kairouan, panda,Volkswagen,Berline,18500.0,5716.4075,6229.8009999999995
2178,www.affare.tn,Essence,179000.0,5.0,2007.0,2.0,hiver,Manuelle,Tunis, avendre,Volkswagen,Berline,16800.0,5191.116,5657.3328
2179,www.affare.tn,Essence,152000.0,5.0,2005.0,2.0,hiver,Manuelle,Zaghouan, fiat,Fiat,Berline,15000.0,4634.925,5051.19
2180,www.affare.tn,Essence,38000.0,5.0,2014.0,2.0,hiver,Manuelle,Bizerte, polo,Volkswagen,Berline,33800.0,10444.031,11382.014799999999
2181,www.affare.tn,Essence,117800.0,5.0,2014.0,2.0,hiver,Manuelle,Ben arous, kia,Kia,Berline,34000.0,10505.83,11449.364
2182,www.affare.tn,Essence,53000.0,4.0,2017.0,2.0,hiver,Manuelle,Tunis, toyota,Toyota,Berline,34000.0,10505.83,11449.364
2183,www.affare.tn,Essence,185000.0,7.0,2008.0,2.0,hiver,Manuelle,Tunis, passat,Volkswagen,Berline,32000.0,9887.84,10775.872
2184,www.affare.tn,Diesel,175000.0,6.0,2006.0,2.0,hiver,Manuelle,Ariana, peugeot,Peugeot,Berline,15700.0,4851.221500000001,5286.9122
2185,www.affare.tn,Essence,137000.0,6.0,2015.0,2.0,hiver,Automatique,Ariana, a,Volkswagen,Berline,45000.0,13904.775000000001,15153.57
2186,www.affare.tn,Essence,203000.0,6.0,2012.0,1.0,hiver,Manuelle,Nabeul, citro%C3%ABn,Citroen,Berline,30500.0,9424.3475,10270.752999999999
2187,www.affare.tn,Essence,60187.0,6.0,2014.0,1.0,hiver,Manuelle,Tunis, renault,Renault,Berline,45500.0,14059.272500000001,15321.943
2188,www.affare.tn,Diesel,175000.0,6.0,2006.0,1.0,hiver,Manuelle,Ariana, 407,Peugeot,Berline,15700.0,4851.221500000001,5286.9122
2189,www.affare.tn,Essence,141000.0,5.0,2013.0,1.0,hiver,Manuelle,Tunis, a,Volkswagen,Berline,20000.0,6179.900000000001,6734.92
2190,www.affare.tn,Diesel,175000.0,6.0,2006.0,1.0,hiver,Manuelle,Ariana, 407,Peugeot,Berline,15700.0,4851.221500000001,5286.9122
2191,www.affare.tn,Diesel,175000.0,6.0,2006.0,1.0,hiver,Manuelle,Ariana, peugeot,Peugeot,Berline,15700.0,4851.221500000001,5286.9122
2192,www.affare.tn,Essence,180000.0,5.0,2012.0,1.0,hiver,Manuelle,Nabeul, chevrolet,Chevrolet,Berline,25000.0,7724.875000000001,8418.65
2193,www.affare.tn,Essence,86.0,5.0,2014.0,1.0,hiver,Manuelle,Sousse, golf,Volkswagen,Berline,54000.0,16685.73,18184.284
2194,www.affare.tn,Diesel,264000.0,5.0,2004.0,1.0,hiver,Manuelle,Ariana, camion,Volkswagen,Berline,25000.0,7724.875000000001,8418.65
2195,www.affare.tn,Diesel,420.0,5.0,2001.0,1.0,hiver,Manuelle,Tunis, kangoo,Volkswagen,Berline,10800.0,3337.146,3636.8568
2196,www.affare.tn,Essence,130000.0,5.0,2013.0,1.0,hiver,Manuelle,Ben arous, polo,Volkswagen,Berline,28700.0,8868.156500000001,9664.6102
2197,www.affare.tn,Essence,25500.0,5.0,2017.0,1.0,hiver,Manuelle,Ben arous, mg3,MG,Berline,36500.0,11278.317500000001,12291.229
2198,www.affare.tn,Diesel,33000.0,5.0,2017.0,1.0,hiver,Manuelle,Ariana, fiat,Fiat,Berline,29000.0,8960.855000000001,9765.634
2199,www.affare.tn,Diesel,175000.0,6.0,2006.0,1.0,hiver,Manuelle,Ariana, av,Volkswagen,Berline,15700.0,4851.221500000001,5286.9122
2200,www.affare.tn,Essence,106000.0,5.0,2010.0,1.0,hiver,Manuelle,Sfax, symbol,Volkswagen,Berline,23000.0,7106.885,7745.157999999999
2201,www.affare.tn,Essence,210000.0,6.0,2008.0,1.0,hiver,Manuelle,Ben arous, vendre,Volkswagen,Berline,15500.0,4789.422500000001,5219.563
2202,www.affare.tn,Essence,198000.0,7.0,2010.0,1.0,hiver,Manuelle,Tataouine, kia,Kia,Berline,25000.0,7724.875000000001,8418.65
2203,www.affare.tn,Diesel,67000.0,6.0,2013.0,1.0,hiver,Manuelle,Ben arous, ciro%C3%ABn,Citroen,Berline,43000.0,13286.785000000002,14480.078
2204,www.affare.tn,Diesel,295.0,8.0,2014.0,1.0,hiver,Manuelle,Kebili, mahindra,Volkswagen,Berline,22000.0,6797.89,7408.411999999999
2205,www.affare.tn,Essence,71000.0,5.0,2010.0,1.0,hiver,Manuelle,Ariana, une,Volkswagen,Berline,23300.0,7199.583500000001,7846.181799999999
2206,www.affare.tn,Essence,98000.0,5.0,2009.0,1.0,hiver,Automatique,Nabeul, volkswagen,Volkswagen,Berline,31500.0,9733.3425,10607.499
2207,www.affare.tn,Essence,6800.0,5.0,2018.0,1.0,hiver,Manuelle,Ariana, nissan,Nissan,Berline,35800.0,11062.021,12055.5068
2208,www.affare.tn,Essence,117000.0,9.0,2010.0,1.0,hiver,Automatique,Ariana, scirocco,Volkswagen,Berline,35000.0,10814.825,11786.109999999999
2209,www.affare.tn,Essence,107000.0,5.0,2013.0,1.0,hiver,Manuelle,Sfax, clio,Renault,Berline,31000.0,9578.845000000001,10439.126
2210,www.affare.tn,Essence,27000.0,4.0,2013.0,1.0,hiver,Manuelle,Tunis, kia,Kia,Berline,28500.0,8806.3575,9597.261
2211,www.affare.tn,Essence,155.0,5.0,2014.0,1.0,hiver,Manuelle,Gabes, vente,Volkswagen,Berline,24500.0,7570.3775000000005,8250.277
2212,www.affare.tn,Diesel,295.0,8.0,2014.0,1.0,hiver,Manuelle,Kebili, mahindra,Volkswagen,Berline,22000.0,6797.89,7408.411999999999
2213,www.affare.tn,Essence,35000.0,5.0,2017.0,1.0,hiver,Manuelle,Ariana, huyndai,Volkswagen,Berline,41500.0,12823.292500000001,13974.958999999999
2214,www.affare.tn,Diesel,189.0,6.0,2013.0,1.0,hiver,Automatique,Sousse, golf6,Volkswagen,Berline,34000.0,10505.83,11449.364
2215,www.affare.tn,Essence,230000.0,7.0,2009.0,1.0,hiver,Manuelle,Gabes, golf,Volkswagen,Berline,32000.0,9887.84,10775.872
2216,www.affare.tn,Diesel,165000.0,6.0,2009.0,1.0,hiver,Manuelle,Tunis, jetta3,Volkswagen,Berline,35000.0,10814.825,11786.109999999999
2217,www.affare.tn,Diesel,157.0,5.0,2012.0,12.0,hiver,Manuelle,Kasserine, vw,Volkswagen,Berline,45000.0,13904.775000000001,15153.57
2218,www.affare.tn,Essence,66.0,5.0,2016.0,12.0,hiver,Manuelle,Tunis, kia,Kia,Berline,34.0,10.505830000000001,11.449364
2219,www.affare.tn,Essence,26990.0,4.0,2015.0,12.0,hiver,Manuelle,Tunis, mitsubishi,Mitsubishi,Berline,24500.0,7570.3775000000005,8250.277
2220,www.affare.tn,Essence,160000.0,6.0,2005.0,12.0,hiver,Manuelle,Ariana, peugeot,Peugeot,Berline,19000.0,5870.905000000001,6398.174
2221,www.affare.tn,Diesel,35000.0,8.0,2008.0,12.0,hiver,Manuelle,Nabeul, ford,Ford,Berline,17000.0,5252.915,5724.682
2222,www.affare.tn,Essence,107500.0,5.0,2010.0,12.0,hiver,Manuelle,Sfax, ford,Ford,Berline,24500.0,7570.3775000000005,8250.277
2223,www.affare.tn,Essence,190.0,5.0,2006.0,12.0,hiver,Manuelle,Manouba, 207,Peugeot,Berline,19000.0,5870.905000000001,6398.174
2224,www.affare.tn,Essence,63.0,4.0,2015.0,12.0,hiver,Manuelle,Tunis, c4,Citroen,Berline,39.0,12.050805,13.133094
2225,www.affare.tn,Essence,64000.0,4.0,2015.0,12.0,hiver,Manuelle,Sfax, polo,Volkswagen,Berline,36500.0,11278.317500000001,12291.229
2226,www.affare.tn,Essence,240.0,5.0,2007.0,12.0,hiver,Manuelle,Monastir, clio,Renault,Berline,19000.0,5870.905000000001,6398.174
2227,www.affare.tn,Essence,189000.0,5.0,2007.0,12.0,hiver,Manuelle,Tunis, citroen,Citroen,Berline,15500.0,4789.422500000001,5219.563
2228,www.affare.tn,Diesel,85000.0,5.0,2015.0,12.0,hiver,Manuelle,Kasserine, nissan,Nissan,Berline,70000.0,21629.65,23572.219999999998
2229,www.affare.tn,Diesel,217000.0,5.0,2008.0,12.0,hiver,Manuelle,Sfax, passat,Volkswagen,Berline,32000.0,9887.84,10775.872
2230,www.affare.tn,Essence,40600.0,6.0,2016.0,12.0,hiver,Manuelle,Sfax, seat,Seat,Berline,65000.0,20084.675000000003,21888.489999999998
2231,www.affare.tn,Essence,98000.0,5.0,2015.0,12.0,hiver,Manuelle,Gafsa, toyota,Toyota,Berline,33000.0,10196.835000000001,11112.618
2232,www.affare.tn,Essence,79000.0,5.0,2016.0,12.0,hiver,Manuelle,Manouba, 301,Peugeot,Berline,24200.0,7477.679,8149.2532
2233,www.affare.tn,Essence,168000.0,4.0,2008.0,12.0,hiver,Manuelle,Bizerte, clio,Renault,Berline,21500.0,6643.392500000001,7240.039
2234,www.affare.tn,Diesel,208000.0,7.0,2013.0,12.0,hiver,Manuelle,Sidi Bouzid, belle,Volkswagen,Berline,41500.0,12823.292500000001,13974.958999999999
2235,www.affare.tn,Diesel,75000.0,5.0,2013.0,12.0,hiver,Manuelle,Beja, citroen,Citroen,Berline,29500.0,9115.3525,9934.007
2236,www.affare.tn,Essence,40000.0,5.0,2015.0,12.0,hiver,Manuelle,Ariana, peugeot,Peugeot,Berline,33000.0,10196.835000000001,11112.618
2237,www.affare.tn,Essence,190000.0,4.0,2001.0,12.0,hiver,Manuelle,Kasserine, peugeot,Peugeot,Berline,10800.0,3337.146,3636.8568
2238,www.affare.tn,Essence,189000.0,5.0,2007.0,12.0,hiver,Manuelle,Tunis, citroen,Citroen,Berline,15500.0,4789.422500000001,5219.563
2239,www.affare.tn,Essence,103.0,5.0,2014.0,12.0,hiver,Manuelle,Tunis, golf7,Volkswagen,Berline,41.5,12.8232925,13.974959
2240,www.affare.tn,Essence,164.0,5.0,2010.0,12.0,hiver,Manuelle,Sousse, polo7,Volkswagen,Berline,24000.0,7415.88,8081.9039999999995
2241,www.affare.tn,Essence,109100.0,5.0,2014.0,12.0,hiver,Automatique,Tunis, citoen,Volkswagen,Berline,24000.0,7415.88,8081.9039999999995
2242,www.affare.tn,Essence,180.0,4.0,2007.0,12.0,hiver,Manuelle,Ariana, clio,Renault,Berline,20000.0,6179.900000000001,6734.92
2243,www.affare.tn,Essence,159.0,5.0,2011.0,12.0,hiver,Manuelle,Ariana, polo,Volkswagen,Berline,27000.0,8342.865,9092.142
2244,www.affare.tn,Essence,235000.0,5.0,2003.0,12.0,hiver,Manuelle,Bizerte, une,Volkswagen,Berline,17000.0,5252.915,5724.682
2245,www.affare.tn,Essence,198000.0,4.0,2000.0,12.0,hiver,Manuelle,Manouba, a,Volkswagen,Berline,11200.0,3460.744,3771.5552
2246,www.affare.tn,Essence,172000.0,7.0,2008.0,12.0,hiver,Automatique,Tunis, bmw,BMW,Berline,33000.0,10196.835000000001,11112.618
2247,www.affare.tn,Essence,150.0,7.0,2007.0,12.0,hiver,Manuelle,Nabeul, golf,Volkswagen,Berline,30500.0,9424.3475,10270.752999999999
2248,www.affare.tn,Essence,53000.0,4.0,2013.0,11.0,automne,Manuelle,Sousse, magnifique,Volkswagen,Berline,31500.0,9733.3425,10607.499
2249,www.affare.tn,Essence,59000.0,6.0,2016.0,11.0,automne,Manuelle,Tunis, ford,Ford,Berline,51300.0,15851.443500000001,17275.0698
